ID,NOMBRE_SHUFFLE,KHI2_DISTRIB_CALC,KHI2_DISTRIB_THEO,KHI2_DISTRIB_SUCC,KHI2_INDEP_CALC,KHI2_INDEP_THEO,KHI2_INDEP_SUCC
1,400.0,104.564,27.2035710295771,false,309.92480547738904,436.64898505457757,true
2,400.0,101.7615,27.2035710295771,false,309.4125187859631,436.64898505457757,true
